company,overall_rating,sentiment,review,industry
KPMG,4,Positive,"Provides fantastic training opportunities.  Additionally, for the most part you work with smart, driven employees. Good benefits.  Good upward mobility potential for high achieving individuals. - Work/life balance can be a challenge and travel can be excessive.  Individuals need to determine their own boundaries to maintain a sense of work/life balance.",Various
ASDA,4,Positive,very nice and friendly but is boring work very boring at times while at the till,Various
J-P-Morgan,3,Neutral,Not many pros to the job Ability to move up is hard,Various
Bain-and-Company,2,Negative,"Great brand
Clients are the very top in every industry
Great effort in training young resources
Very diverse work-force Extremely long hours
excessive hierarchy
New joiners can easily get lost
Few times projects could be disappointing for people who studied business as they are mainly focused on strategic issues (no numbers)
limited comp package",Various
Oracle,3,Neutral,"Good company to work for, with great benifits. Oracle IT Rarely Gives Raises.  In 8 years, my team receive one round of 10% raises, but only for 3 of the 15 people in my team.",Various
Mastercard,2,Negative,"Fast Growing Company with a great future in payments, unlimited growth potential in the market and double digit stock growth. Too many reorganizations, difficult to grow career if you fall into areas that are reorganizing.  Difficulty defining and aligning to priorities.",Various
Novotel-Hotels,3,Neutral,"Friendly environment, supervisors are willing to teach junior staff Long working hours, low salary",Various
Deloitte,4,Positive,People are nice and projects can be challenging. You have to be sure of your work before submitting it so you don't make small mistakes. Sometimes you don't get the project you want to work on. Based on the business cycle you have to simply do the project you are assigned.,Various
Grant-Thornton,2,Negative,"people are great, corporate culture is ok. good benefits no quality of life due to constant turnover, unreasonable deadlines",Various
McDonald-s,2,Negative,"decent pay
discount food
flexible
make friends
easy work long hours
often hot by the grill
boring
rude customers
no breaks",Various
EY,5,Positive,Good work experience and good perspective of growth Hours of work and a lot of pressure,Various
Facebook,4,Positive,Good perks and effort recognition Limited infrastructure teams at London,Various
IBM,5,Positive,"IBM is an exciting place these days as it transforms in many ways to address  market challenges. From cloud computing, to AI, to quantum computing or blockchain, there is no technology that you can't touch and make an  impact on. The people come from all backgrounds and experiences, with IBM embracing diversity. You can always reach out to people for help and guidance and at the same time senior people have an opportunity to mentor others. I've worked here for 5 years and have seen the transformation from a traditional IT company to an exciting place for innovation and collaboration. Its definitely one of the few companies that can have a impact on society and the world. As with any large organization, you have to be patient with some of the bureaucracy. Being a global company there are rules and regulations it has to conform to, which can seem to slow down some initiatives. But management seems committed to streamlining things.",Various
Deutsche-Bank,2,Negative,"Good team, nice people who offer help where needs be. Flexible with holidays. Based on the dart line so easily accessible Work is repetitive and there's a lot of working overtime and sometimes required to work on weekends. Need more proper training",Various
Oracle,3,Neutral,"Good Learning opportunities,Work life balance depends on the team some times too many processes will become tedious in fixing an issue",Various
Deloitte,1,Negative,Deloitte has an established brand name -Cyber Risk has crossed all limits of unethical practice-in terms of employee retention....The Partner and Director here has all the political attitudes and strategies to throw you out at any time from the organisation........................,Various
Deloitte,2,Negative,Good career advancement opportunity and experience Long hours during busy season,Various
Grant-Thornton,3,Neutral,"The recruitment process was upbeat, involved current staff, and my peers were great. The high turnover was an issue. Not only when you are guaranteed to see your classmates and friends leave each year, but also because the lower level staff get caught with responsibilities tougher than their pay-grade, even when they are not ready for them.",Various
Primark,1,Negative,Nothing was ever good there. Managers were more like dictators. Everything about it was horrible. Managers especially,Various
McDonald-s,4,Positive,"Most of the colleague's are very nice. If you like working with people then this is the place to be for work. There are enough things to do. Like cleaning, ordering and other things. At night there are so many drunk people. They can be annoying and they made a mess of it. You have to stay cool and friendly to them.",Various
McDonald-s,1,Negative,"Nice coworkers and meal benefits Terrible management, little concern for COVID safety, bad work environment",Various
ASDA,3,Neutral,"Relaxed environment, helpful colleagues Bias in working situations,",Various
Morrisons,1,Negative,"Long holidays, okay sick pay Horrible company to work for",Various
McDonald-s,3,Neutral,"Prepare you for later in life Pay you so little, you need to work later in life",Various
Marks-and-Spencer,1,Negative,The ability to work with good team members on occasions and show you have what it takes to move up the ladder Unless you are good looking and prepared to get very friendly with your managers you don't stand a chance of promotion no matter how long you work for the company be prepared to watch newcomers move up before you and to be ordered about by those who know nothing about your capabilities.,Various
Interserve,1,Negative,"Even a five word minimum is too much !! Working on a core government cluster contract. Interserve can't tell if they are coming or going.
They seem to run by dirty tricks and fingers crossed attitude.
Absolutely disgusting that tax payers money is paying for this kind of service",Various
Compass-Group,2,Negative,"Fast paced 
Always something to do Bad management
Unkind co workers
Rude customers",Various
Accor,2,Negative,"Global firm.
 Good marketing support from Accor. Limited opportunity
.

Clouded business prospects fro hotel property..",Various
Morrisons,3,Neutral,"Easy job role, friendly people, good money Dealing with customers who treat you badly can become annoying",Various
PwC,4,Positive,"Clear Career Progression
Education Opportunities
Social Scene
Big Name Employer - world renowned
Large workforce
Bonuses and pay increase after passing exams Cog in wheel
Anonymity
Lack of feeling you have contributed
Rigid
Billing by the hour - trying to work out where you spent your time",Various
Sodexo,1,Negative,Pay on time-monthly. Forced to give REAL living wage. Disgrace they wouldn't had it not been a govt contract. Poor organization. Rely on agency staff- beyond a joke. Don't pay full-time staff extra for having to stay beyond their hours. No information if injured on duty. SSP of less than £100 no doubt. So work to rule. Refuse any overtime at festive time so they paid a fortune for agency what we all done- or went on the sick wek/two before. This is how terrible it is.,Various
IBM,3,Neutral,"Core development areas are stable.   Very Client focused.   Well run business.  ie.  I'm not expecting them to go bankrupt. Ever shifting work structure from US to AP.   In engineering, performance is not rewarded, even high performers get minimal monetary reward.",Various
Network-Rail,3,Neutral,"Varied work, office hours predictable Silo thinking, frequently re-inventing the wheel approach,",Various
Citi,2,Negative,pay/work hours/diversity of team/interesting clients management with no strategic vision,Various
Citi,5,Positive,Absolutely perfect place to learn not only banking but also business. Some people play politics which should be avoid.,Various
J-P-Morgan,3,Neutral,"Good business and professional environment The salaries on the low spectrum, compare to its competitions.",Various
J-P-Morgan,4,Positive,"Work Culture is great, good HR policies, good Upward Career Mobility opportunities. A lot of boiler plate work due to in place processes is involved.",Various
EY,4,Positive,Pay increase significantly every year High learning curve with little support,Various
Salesforce,5,Positive,"- the best employee communication which I've seen in my lifetime
- very strong focus on equality (gender, LGBT and more)
- great product, a lot of innovation
- management trusts employees, very open communication
- definitely above average benefits, including wellness reimbursements and more
- learning is being encouraged and budget is provided
- great facilities - Sometimes slow internal processes
- A lot of overhead in the first 6 months due to compulsory certifications etc.
- a lot of travelling but it's more the job itself",Various
McDonald-s,3,Neutral,Discount on food is nice Can be stressful at times,Various
KPMG,2,Negative,"Global reach
Some amazing and intelligent colleagues
Flexible working conditions Guided too much by metrics which don’t reflect real value or circumstances
No loyalty from senior management despite going the extra mile for them
Can be very political
Restrictions when casually interacting with clients, even those you won on your own",Various
KPMG,2,Negative,"Working with large Fortune 500 companies Working on large projects - do not see the big picture; lot's of political game going on - although you are working with great people, they are influenced by tight budgets that drive people insane.",Various
Sage,5,Positive,"Great support from the teams, you are allowed to be innovative and spread your wings. Change management and communication between teams / functions needs improvement.",Various
Jaguar-Land-Rover,3,Neutral,Money money money money money Management are stuck up their own,Various
BNY-Mellon,1,Negative,The only good thing were the coworkers - which has nothing to do with the company. Everything. Management is the biggest contributor to the failure of this global company to retain good employees.,Various
Deloitte,1,Negative,"Nothing, you would get to work with some over zealous blabbers who would have no knowledge at all, yes you would find a lot of employees good with PPTs 1. People with 0 knowledge 
2. Hoteling stations in the name of Agile work place. No heart and soul 
3. Unplanned over hiring based on baseless business projection, resulting in poor termination decisions",Various
University-of-Michigan,4,Positive,"So many departments, many jobs available. Excellent benefits. Pay is not as great as  you would expect it to be. Pick your departments wisely.",Various
Vodafone,3,Neutral,Nice campus. Free buses from train station. Too much out-sourcing. Can be bureaucratic,Various
Deloitte,3,Neutral,the working environment in the deloitte is great..... the work stress in the deloitte is very high some times........,Various
Hyatt,2,Negative,"Coworkers, interesting job, fun events and clients. The people are what make this job bearable. Free or discounted accommodation at other Hyatt hotels worldwide. Terrible leadership, miserable pay and lack of career development and progression opportunities. Most of the staff work long hours and do not receive adequate remuneration.",Various
IBM,3,Neutral,Positive work environment in the office Less pay for interns for 3 months,Various
IBM,2,Negative,"Name recognition, Can work home on some assignments Poor management, poor pay levels, no pay raise for years, overworked and underpaid",Various
IBM,2,Negative,"Job variety & opportunities for career change
Training & upskilling Process over people
Detached management
Reasonable targets that become unrealistic once achieved",Various
GlaxoSmithKline,3,Neutral,Great people to work with. Nice working environment with convenient facilities. Nice work life balance. Career progress very slow. Some close-minded individuals not doing the best for the business. Sometimes long hours of work are disregarded.,Various
Sodexo,4,Positive,"Great wages, gives raises, understands time off requests. Was a dishwasher, dirty, poor management",Various
Barclays,3,Neutral,Good place to work and overall good experience bad management and strategy was very volatile and inconsistent,Various
Ordnance-Survey,3,Neutral,"prestigious image
flexible work times
many well-meaning and hard-working colleagues
modern head office building widespread hierarchical thinking and institutionalisation
strangely stagnant and old-worldly feeling to many parts of the organisation
increased workloads due to staff cuts, tendency to do unpaid overtime
rank and yank style performance management
solitude for field staff - home workers rarely see colleagues
head office open plan can be distracting, not all office staff allowed home working
increasingly Big Brother style monitoring of remote workers",Various
Bayer,1,Negative,"Good benefits and compensation packet.
Excellent workers.
Great product. Poor upper management 
No job stability...frequent layoffs
Overuse of temporary workers",Various
BNP-Paribas,2,Negative,"Very good house for derivatives. Lots of flow business and strong team (in general) for derivatives. Covered several markets so they were well represented The team at BNP was horrible. Led by an inefficient boss, team members were unhappy and were constantly thinking of leaving.",Various
Google,5,Positive,"Decent Pay,
Relaxed Atmosphere,
good work mates
good hours hard work,
long hours,
sometimes there is a lack of reognition",Various
Deloitte,4,Positive,"Taking Technology Consulting as the Industry, this is one of the best companies to start your career. It has good brand name globally and gives you the opportunity to grow and work with highly skilled people. It is slowly losing its brand value and quality due to its shift towards mass recruitment.",Various
The-British-Army,4,Positive,"It's a great place to start off in life when you are young, there are plenty of things that make it worth while, including travel and sports. It is also a great place to save money if you are smart. I would not stay in longer than 6 years, mainly because the experience pretty much stales after that and theres only so much experience you can get from the military in this role that you can adapt to the outside world. Career progression on the outside is a lot quicker.",Various
Metro-Bank,2,Negative,"Good start.
Quick detailed training, with chances to learn more.
Pay is average for certain areas. Unpaid overtime is expected due to workload.
Management is out of touch and frankly most lower management is awful. No understanding of systems and highly variable expectations of staff.
Random work hours making work life balance a difficulty.
Fake culture that seems to be failing across the company.
Pay is low when compared to what you will actually be doing.",Various
BNY-Mellon,1,Negative,"Stress level could be a minimium Company culture not progressive
Pitiful salary raises
Company does not promote employess to move within the company
Awful learning environment
Employees lack morale
Incompetent senior management sitting on their laurels
Managemnt does not cultivate or pass on knowledge down the chain
Company is too cheap to invest in human capital or good technology platforms that work
Company wastes money on different investment accounting platforms used by different client groups. 
Company hires outside consultants that don't really understand the day to day processes which add no apparent value.
Senior management does not heed sound advise from lower level management
Lower level management (business unit managers and senior associates) do all the dirty work without any more room for advancement and or pay increases. 
Shifting more health care cost to employees every year",Various
The-Access-Group-UK,5,Positive,"Respects employees and customers alike. Rate of change is fast, but exciting and motivating",Various
Deloitte,5,Positive,"Diverse challenges and high expectations for performance; excellent coworkers with interesting backgrounds; and involvement in designing cutting edge business solutions The job requires a lot of travel and time away from home, which makes it difficult to maintain a high quality of life; each project team is also different, so there is a continual process of improving team performance and adjusting to new workstyles",Various
J-P-Morgan,3,Neutral,"moderate compensation, personal growth, a few talented people tough environment, bad work-life balance",Various
The-Range,3,Neutral,Payed tea break is good Working on weekends no good,Various
McDonald-s,3,Neutral,"Friendly managers and clean location. Inflexible schedule, especially if you are a student.",Various
McDonald-s,5,Positive,straight forward good management challenging not enough food for free,Various
Lloyds-Banking-Group,3,Neutral,"Good colleagues, high quality clients, deal experience Systems awful, back office staff abject, colleagues being stretched by relentless cutbacks",Various
McDonald-s,2,Negative,"Coworkers are fun to talk to Managers, turnover, respect, Disorganization of managers",Various
RSM,4,Positive,"Smart people, work is fast paced and varied, quality experience which prepares you for multiple other roles in the future Hours can be long (though usually shorter than big 4), benefits are mediocre",Various
IBM,3,Neutral,Good work life balance on workplace Slow growth even if you have been performing with excellent PAs,Various
Capita,1,Negative,"atmosphere. training... formality/ professional and sometimes helpful salary-
after leaving in 2010- I was asked for an overpayment of salary to be paid back. I did not understand this and asked again for support. I was later ignored and felt it was a mistake by them.
4  years later......... I receive letters from debt collectors! a separate body. I then go the CAB for support....the CAB wrote a letter requesting a breakdown of overpayment.....and the debt collectors have funny enough not received this? unfortunately they still have not responded. now when I don't receive letters- its BIG, I then get threats of having doorstep collectors arrive at my house and so on.
does not sound very fair, especially writing this.",Various
Pearson,2,Negative,"Great Assets - org. capabilities cut across all the value chains of education services and solutions business. 
It had been a great company, the largest learning company with competent and decent people who used to drive digital transformation with core values of decent, brave, imaginative and well aligned strategies. Current dramatic and continous transformation resulted very negative impacts on business due to
incompetent, unreliable and inconsistant leadership and strong political landscape.",Various
Compass-Group,3,Neutral,"Flexible shift work, sociable job Very long hours and exhausting shifts",Various
IBM,2,Negative,"Big company, Brand name, global reach Appraisals are non existent, employees are not motivated enough",Various
SSE,5,Positive,With APD in we are moving from and unsustainable model to a better strategy for the long term Still don't pay market rates nor the best work life balance middle management heavy,Various
Oliver-Wyman,2,Negative,"Relatively young firm, easy to meet new people and make friends with the younger consultants in the office. Just to set things clear, this review only applies to the Financial Services side of Oliver Wyman. I do not have first-hand information on the situation at the former Mercer Management.
Horrible work-life balance, unfair review system, BORING work (I mean really boring, back-office risk management type of projects).
Please, if you are at a decent school and have some brains, do not waste your time interviewing for OW-FS. It offers no exit opportunities to better jobs.",Various
SAP,4,Positive,"Inclusive, Innovative and progressive mindset No cons but SAP needs to continue to increase brand recognition so that everyone knows how SAP makes this world Run Better and helps improve people's lives.",Various
Deloitte,5,Positive,"Welcoming People
Good Culture
Strong work ethics and professionalism Nothing as specific to the team I worked with.",Various
J-P-Morgan,4,Positive,"Growth, Location,  very good culture Lack of client facing role",Various
Microsoft,5,Positive,"There are so many teams at Microsoft. It's almost guaranteed there's a dream team for you. If you find and able to join your dream team, it may be difficult to leave.",Various
Hilton,4,Positive,"You get to work in a friendly environment, and there are a lot of promotions and advance opportunities within the company. Also, they usually promote internal candidates which is good. Like in most of the hotel companies, you need to be willing to relocate from time to time in order to advance in you career.  Salaries are not very competitive compared to other industries.",Various
Deutsche-Bank,3,Neutral,"DB is a global force with many roles HQ'd out of NY or London, although Frankfurt does poke its nose on a fairly regular basis. If you're the right fit, lots of opportunities to travel internationally and has a robust training/appraisal system. Good bonus structure (HR/Reward department) Internal promotions can often be based on ""jobs for the boys"" rather than true merit, which can lead to frustration. Generally DB is seen as a stepping stone or lifer: you're either there for 3 or 4 years, or for 20+. Pay can be good at the outset but unless you're the chosen one(s), salary increments can be poor.",Various
Hays,4,Positive,Good bonus package. The people are helpful and highly competent. Good culture for a sales environment. Well known company - a pleasure to work for. A lot of people leave. Long hours for the pay - 8:30am - 6pm.,Various
Specsavers,1,Negative,"None none none none none Long hours, terrible salary and lazy staff",Various
CBRE,3,Neutral,Very nice office space; up-to-date workstation.  Paperless 360-Workplace full implementation.  Friendly staff. Too much red-tape; below average medical benefits and 401(k) plan.  Very little room for professional growth.,Various
Morgan-Stanley,1,Negative,"The name, brand, and saying you working at Morgan Stanley make people notice it on the resume.  Other than that there is no advantage as far as pay or career advancement is involved.  Management is involved with a lot of nepotism. The environment is a sweatshop where you work over 12 hours per day with little to no reward.  You can work on weekends no effect.  There are small groups within MS that are spectacular but, again, you need a connection to get in.  The majority of the firm is run as fiefdoms where there is a lack of foresight to a singular goal.  The bad part is there is a ton of cronyism and nepotism involved where if you don't belong to a certain stereotype that is prevalent in a group, then you don't advance.",Various
SAP,5,Positive,Very employee friendly. Great benefits. Ample opportunity to grow your career if are ready to work hard. Actually none. May be the pace of change could be slow on occasions,Various
McDonald-s,3,Neutral,"Usually, Doesn't require prior experience
Hours are fairly flexible, its pretty good if you're a student
Tasks are  not too difficult Very Repetitive 
Can be very stressful during busy hours of the day
Pay is sub-par 
no insurance, or any benefits  to my knowledge",Various
EY,3,Neutral,Big 4 experience on resume Long hours and busy seasons,Various
PwC,3,Neutral,Great pay compared to competitors Long hours compared to industry,Various
KPMG,3,Neutral,"1. Big four experience
2. Fortune 500 clients
3. Salaries competitive with other big 4
4. 5 weeks paid vacation Very long hours
Commuting nightmares to clients all over
Lack of quality seniors to lead engagements because of very high turnover",Various
BT,2,Negative,Good boss and good colleagues. Minimum salary besides objectives Working door to door is a killer especially in a country as hot as Spain during July and August,Various
Salesforce,5,Positive,"Culture & values
Excellent work/life balance
Learning and growth Rapidly changing environment may not be the best thing for everyone",Various
J-Sainsbury,1,Negative,"Regular work, Staff discount. Usually a good enviroment with good career opportunities. Our Store  manager is a bully. They expect too much from the overnight shift who work so hard and want to deliver a good shop. Day time staff are put under far to much presure and have too much responsibilty for the grade that they are on, especially in the petrol station where band 2 colleagues are expected to unlock in the morning and lock up at night and also are doing the cashing up. They have no extra pay for doing that. I have worked at Sainsbury's for 27 years and have never known it to be as bad as it is at this moment. Sainsbury's were always a fantastic family firm but now I am seriously considering leaving due to the job now affecting my health. The sickness levels have increased across the store since this management started and colleagues are being bullied to work when they are not well enough.",Various
Primark,4,Positive,They are very flexible with overtime and you also have paid inductions which are great. The management is friendly a majority of the time but don’t give you the respect you deserve. Can get monotonous and times and there is not really any difference in the day to day.,Various
IBM,3,Neutral,"- Professional environment
- Learn a lot about process 
- Deal directly with customers/understand their pain points and how to resolve them
- Significant investment in employee training - Slow career growth
- No space for a lot of innovation in some departments.",Various
Google,4,Positive,"Company Values, Work Ethic, Policies NA, Personal Growth, More openness",Various
Deloitte,3,Neutral,"good work life balance, big clients not great salary, some companies pay more",Various
J-Sainsbury,3,Neutral,"Great colleagues, flexible hours and fairly good pay. The reshuffle of management and team leaders.  Department managers are now expected to run several departments simultaneously which has inevitably impacted both colleagues and customers.",Various
New-Look,4,Positive,"great discount, great management, all round great job Often left alone when training",Various
IBM,2,Negative,"Work Life Balance is great at IBM if you are not in consulting. The career path is not defined at all,",Various
Citi,4,Positive,Good benefits and pleasant working environment in the branch. Moderate pay and high volume of sales calls.,Various
B-and-Q,5,Positive,"Great place to work, very supportive None, honestly have no complaints",Various
next,2,Negative,"Whilst working at next, I made some life long friends, who I still meet up with regularly, despite leaving over a year ago. Whilst working at next, I was not part of the inner circle with management, and so did not the opportunities that the inner circle received.",Various
J-P-Morgan,1,Negative,"no good no good no good all bad thing, too much work",Various
Aviva,4,Positive,"Good company and management - business that is primed for growth Old school view of business - not a surprise given the business they are in, but not a lot of innovation",Various
GlaxoSmithKline,3,Neutral,"Breadth of experience, lots of smart highly trained scientists Very large cooperate environment, constant change and re-organizations, driven by stock price",Various
Adecco,3,Neutral,"Great clients, great network, and good office location Underpaid and no work life balance",Various
EY,3,Neutral,"work-from-home, fitness/office expense allowance, financial advice work/life balance, high-stress, little boundaries",Various
Boots,4,Positive,Fun and nice staff well treated Nothing much to say for this,Various
AstraZeneca,3,Neutral,"A full bag of products.  Managers seemed to genuinely care.  The sales training program was robust for the pharma industry Overall, I did not like the pharma sales process irregardless of the company.  Not much room for advancement within AZ.",Various
Apple,3,Neutral,it's fun and exciting to work for a company that's consistently innovating how things are viewed in the world as well as in the company it's stressful at time working with the public and people can be mean when their computers aren't working so that kind of is lame.,Various
IBM,2,Negative,"There are a lot of different roles you can find yourself in, which can be good from a career perspective. Often times you are thrown into the mix of something else if you are competent in your current duties and can be counted on, which can broaden your horizons and perhaps you'll find a niche you really enjoy.

Some great people that work in IBM and when you get to interact with them (when IBM's internal boxes/walls don't keep you from working together) they can really be fantastic. You're a cog. They'll run you at 125-175% until you burn out. Work-life balance is non existent*.
Related to the above, there's since everyone is running around like crazy, or they're fired, there's no surplus capacity. So when more work comes down the chute - guess what? No one else will be hired on to do it, so carve some more space into your evening's and weekends.

Company tools are God awful. Such a mish-mash of different interfaces from different acquisitions and they're are almost all terrible. The funny thing is, we make fine products/services for our customers, and have tin cans and string for all our internal processes.

Boy do we love our process. Just a maze of process. If you're lucky, you'll have someone who can help you navigate it, but it can be crushing at times.

Management. There are some really good managers in IBM, but there's also a lot of bad ones (especially in Exec positions). Seems like for every one ""worker bee"", there's a manager and 10 executives. Can be nuts.*

* - Probably depends on your pay band, job, section of the company, etc",Various
Morrisons,3,Neutral,Good staff and fun environment Management not great unpaid overtime,Various
University-of-Durham,5,Positive,"Provides a possibility to manage your time as you wish. 
Sets a great independent study/work experience that can be used further on in life A bit isolated in terms of location so need to pay a lot for transport to go anywhere",Various
Oracle,4,Positive,"Good salary, On some markets its hard to achieve the target, possibility to learn a lot Management is busy doing reports instead of helping the teams and business to evolve, Romanian Oracle has much more less benefits as any other",Various
Bloomberg-L-P,1,Negative,Excellent online training programs. (If only they practiced what they promoted/taught as a brand it would be an amazing place to work). Toxic and misogynist culture and environment. They marginalize professionals rather than promote them.,Various
EY,1,Negative,"Name recognition, starting salary, firm resources poor training, isolated, no team camraderie",Various
American-Express,5,Positive,Everything in the organization has its positives Can be bit challenging to find the right role,Various
McKinsey-and-Company,3,Neutral,good benefits for london based consultancy not great base pay for grads,Various
Deloitte,4,Positive,"- Enjoyed working with most of my colleagues.
- Good amount of PTO (5 weeks)
- They make a a lot of effort to train you to improve your technical expertise.
- Opportunities to work in India (on rotation) - Really poor work/life balance during both tax busy seasons.  I would work until 11pm or midnight for 2 months straight, plus 8+ hr days on weekends.  
- Salary is not competitive.
- Some of the staff that was hired was just awful.  It kind of makes you wonder if the company hires just anybody.
- People who should be fired aren't....or it takes them a long time.  Everyone gets promoted at the same time, so if you're just ""okay"" you seem to be promoted as well.  No incentive to work that hard.",Various
Apple,3,Neutral,A Fun and young culture Long hours frequent conference call,Various
Adecco,4,Positive,Adecco offers many opportunities for growth and movement within the company. The also provide support to the communities and charities. A great group of people. Strong politics and some leaders show favoritism.,Various
Deloitte,1,Negative,You get paid a lot you work too much you never get a vacation that you can enjoy yourself. Management is all about backstabbing themselves and any of their reports if it will better their career in their superiors,Various
KPMG,2,Negative,"You get to build a network of brilliant colleagues and top clients. The KPMG name also bolsters your confidence Extremely long working hours. Average renumeration, the KPMG partners make all of the money. The work becomes really boring after about a year - you're doing the same thing over and over.",Various
Deutsche-Bank,5,Positive,"-very interested in development
-understanding management
-intelligent coworkers -none so far, did not think I would have such a great experience at such a large bank",Various
Cushman-and-Wakefield,5,Positive,Great pay and work life balance Some property managers are better then other. besides that its great,Various
HSBC-Holdings,1,Negative,"They attract you with high starting pay Political, loyalty to old guards who can be there due to their tenure rather than actual performance.  Overall, culture is bad and turnover is high.  Senior management makes decision via trial and error.  Low people focus.",Various
Adecco,2,Negative,"Teamwork, Helpful and Friendly enviroment among colleague, 2 Hours special leave per month is good, commission is released per quarter No pay/leave compensation for OT, No management on the distribution or arrangement of workload, Management have no knowledge and no desire to know what colleague's daily work, poor hardware privoded to do their work and poor job hand over when resign or on leave. 1 more, Non-human working hour in peak period per month",Various
Microsoft,3,Neutral,"Compensations and innovation of the job alot of bureaucracy and incompentency in some spots at the top, systematic layoffs bi-annually - inauthentic interactions because of fear that grips the organization",Various
Deloitte,5,Positive,"Lays right foundation for soft skills
Learn management skills After office hours work would be present sometime",Various
Microsoft,2,Negative,"Good company, lots of opportunity to work on various things. Not a great place to work if you are a non-minority male (including Asians as they are not considered minority). Managers are hinted to hire diversity candidates over talented non-diversity candidates.",Various
Workday,2,Negative,"It's where the action is. Workday the product is the very best, cutting edge, dramatically improving with each release. Some very bright and good people. Very cliquish, terrible benefits, they work you to death and there is little work-life balance. Also the pay is terrible.",Various
McDonald-s,1,Negative,They support the psychiatric hospitals You become the psychiatric patient,Various
PwC,4,Positive,Provides great opportunity and flexibility No work-life balance and unappreciated,Various
Eversheds-Sutherland,4,Positive,Supportive culture; friendly teams; lots of social activities Poor pay and bonus scheme,Various
Compass-Group,3,Neutral,Great place to work In Knowledgeable people in management positions,Various
Hays,1,Negative,"Honestly, I thought long and hard about this and I cannot think of one thing they offer that I would recommend - well maybe their salary surveys. If you want to be driven into the ground following their KPI's join. When one of the KPI's is 8 CV's per vacancy! then you have an idea of the calibre of the people you are working with. Managers spend all their time running searches on your activity and send you inane emails asking you whey your temp only put in 36 hours of timesheets last week!!",Various
Oracle,5,Positive,"Ability to grow by following a development plan. 
Autonomous environment with a very low supervision. 
Great team and lots of team-buildings (depends on team and manager)
Great training platform for self-improvement and skill-building Redundant work unless you ask for more opportunities and taks, or change the job internally. 
Self-service.",Various
McDonald-s,4,Positive,"Good benefits
Good training of staff Some people are toxic to work with",Various
Mercer,2,Negative,"- Loads of smart, interesting, insightful colleagues  
- Busy day with your own responsibilities 
- Helpful atmosphere with an emphasis on being a team - The company cares very little about people, a souless for-profit organization
- Zero work/life balance
- Far to much expectation of what can be done by one person in a day
- No recognition for admins, regardless of how much effort is put in
- Slow processes for everything, out dated tech
- Frustration at every level when you try to reach out to discuss work issues. No HR and no attempt at retention to at least combat the continuous cycle of qualified people leaving
- Last but not least, low pay, no bonus, and little to no salary increases",Various
next,2,Negative,"Discount for family and friends- which wasn't received after quite a long while. 
In centre. Discount for uniform was also received Management were awful.
Different people telling you to do different things
People who had been there longer thought they were also management.
Nitpicking.
Not many hours.
High stress environment.
Need to sort Rotas- I once had a 2 hour shift!",Various
Microsoft,5,Positive,Pros include good Benefits for family Cons Include Pay could be better,Various
HSBC-Holdings,3,Neutral,"Flexibility
Multiple Departments to Switch across your interest of area Transparency
Salary Reviews to the Old employees who started their career at HSBC",Various
J-P-Morgan,3,Neutral,"Regular big company benefits, potential for lateral moves, fairly standard pay compared to other banks. The investment banking group is what you expect at a big ""Factory"" style bank. Terrible hours, terrible people  etc.",Various
Deloitte,3,Neutral,"Career opportunities
One of the best places to launch your career Work life balance is non existent. 
Upper management out of touch with lower level staff and seniors",Various
EY,2,Negative,"Some flexibility depending on the engagement. Training and workshops are decent. Some managers can be good to work with. Some managers/senior managers are only interested in protecting their own interests and will look for scapegoats among their junior staff. There are no upstream reviews - so you can't review bad managers. This doesn't help to solve inefficiencies at higher levels and can be very demoralizing.

Projects are budgeted too optimistically and are organized badly. To remain within budget, junior staff are asked to claim fewer hours on their timesheets. I've worked 60 hours and have been asked to claim 40 hours to make a project look more profitable than it actually was.

Being required to travel at a moment's notice.

In general, I felt like I wasn't listened to by senior management. I felt like my contributions weren't acknowledged and because I wasn't outgoing and good at schmoozing with my managers, it was easy to marginalize them. Despite talk of career development, if you don't fit their cookie cutter image of a consultant, you won't progress/succeed.

Compensation is much lower than compensation at similar levels/companies. I've interviewed for jobs where the offer was 25-45% of my salary at EY and I will be taking one of those offers next month.",Various
Citi,1,Negative,"Working in an unbiased position to help clients make the best decisions about their investment accounts. If you're working for a bank, you better believe you'll be selling checking accounts...even if your job description doesn't specifically point this out.
The base salary is all you'll be collecting until many years into this program.  
Less than 3% of the people in this role (nation-wide) collect anything more than the base.
This program is kicking it into""desperate mode"" meaning they are asking their salespeople to do things that were never a part of their job description in order to salvage the program.  A double whammy if you work there because you will either be doing something you don't like or the program is going to completely fail.",Various
Microsoft,5,Positive,"Nice pay, Reputable company, career advancement Too much workload, Stressful, poor work environment",Various
J-P-Morgan,4,Positive,Promotions are there. Leadership is good. Culture is rewarding. Mobility is excellent. Only have retail banking in Utah. Small footprint. Always cutting costs or making changes.,Various
McDonald-s,5,Positive,great place to work. loved it none that i can think of,Various
McDonald-s,3,Neutral,The easiest job there possibly is. The kitchen is SO LOUD. The beeping will remain in your brain for months after you quit. The management barely trains.,Various
KPMG,5,Positive,"super, smashing, great 

very nice None that i can think of",Various
EY,2,Negative,"amazing people for the most part poor work-life balance, tight deadlines",Various
McDonald-s,2,Negative,"Flexible shifts, employee discount on food. Access to many discounted stores + brands. Cash service awards. Management. Poor training programme. Sometimes promote staff who are not properly trained.",Various
HSBC-Holdings,4,Positive,"Nice environment, good learning opportunities Sub-par work life balance, less growth opportunities.",Various
